gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,avg_monthly_spend,services_count,is_new_customer,high_value_customer,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,1,10,1,1,100.25,1064.65,96.78636363636365,3,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,55,1,1,103.7,5656.75,101.01339285714286,3,0,1,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
1,0,0,0,56,1,0,24.9,1334.0,23.403508771929825,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,1,1,1,46,1,1,110.2,4972.1,105.78936170212766,4,0,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,1,1,1,84.6,84.6,42.3,3,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,0,43,1,1,75.35,3161.4,71.85000000000001,2,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,39,1,1,105.65,4284.8,107.12,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,50,0,1,44.45,2188.45,42.910784313725486,3,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
0,0,0,0,6,1,0,19.7,129.55,18.50714285714286,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,1,1,45,1,0,24.45,1088.25,23.657608695652176,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,22,0,1,50.6,1073.3,46.665217391304346,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,72,1,0,25.1,1857.85,25.45,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,7,1,1,100.4,715.0,89.375,3,1,1,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,1,1,1,19.75,19.75,9.875,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,72,1,1,116.45,8013.55,109.77465753424657,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,1,0,10,1,1,92.5,934.1,84.91818181818182,3,1,1,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,1,1,0,1,0,0,40.2,40.2,20.1,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,48,1,1,69.55,3435.6,70.11428571428571,3,0,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True
1,0,0,0,26,1,1,19.6,471.85,17.475925925925928,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,0,68,1,0,90.2,6297.65,91.27028985507246,3,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
0,0,1,0,50,1,0,75.7,3876.2,76.00392156862745,2,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,72,1,1,115.55,8312.4,113.86849315068493,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,0,0,17,1,0,20.65,330.6,18.366666666666667,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,1,1,0,66,1,1,107.35,7051.95,105.25298507462686,3,0,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
1,0,1,0,17,1,0,90.2,1454.15,80.78611111111111,3,0,1,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,20,1,1,64.15,1274.45,60.688095238095244,4,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
0,1,0,0,28,1,1,103.3,2890.65,99.67758620689655,3,0,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,45,1,1,50.9,2298.55,49.96847826086957,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,42,1,0,54.5,2301.15,53.51511627906977,3,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1,1,1,45.3,45.3,22.65,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,24,1,1,75.4,1747.85,69.914,2,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,8,1,1,43.45,345.5,38.388888888888886,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,1,12,0,0,33.15,444.75,34.21153846153846,3,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,0,0,9,1,0,19.7,180.7,18.07,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,1,0,43,1,0,80.45,3398.9,77.24772727272727,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,52,1,1,20.4,1090.65,20.578301886792456,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,1,0,32,1,1,75.5,2324.7,70.44545454545454,3,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,1,0,69.1,69.1,34.55,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,72,1,1,117.6,8308.9,113.82054794520548,4,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,6,1,1,85.35,489.45,69.92142857142856,2,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,62,0,0,48.7,3008.55,47.75476190476191,3,0,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0,0,0,20,1,1,19.35,433.75,20.654761904761905,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,1,1,34,1,1,90.05,3097.0,88.48571428571428,2,0,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,1,1,20,1,1,70.45,1470.95,70.04523809523809,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,51,0,1,49.65,2553.35,49.10288461538461,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,72,1,0,20.25,1566.9,21.464383561643835,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,7,1,1,78.55,522.95,65.36875,2,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,20.2,20.2,10.1,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,8,1,0,54.65,482.25,53.583333333333336,3,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,3,1,1,49.15,169.05,42.2625,2,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,31,1,1,80.45,2429.1,75.909375,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,9,1,1,74.75,706.6,70.66,2,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,18,1,1,84.95,1443.65,75.98157894736842,2,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,52,1,1,85.35,4338.6,81.86037735849057,2,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,0,9,1,0,19.85,183.15,18.315,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,0,0,69,1,1,19.3,1447.9,20.684285714285714,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,1,1,0,50.15,50.15,25.075,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,33,1,1,24.5,740.3,21.773529411764706,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,16,1,1,20.6,330.25,19.426470588235293,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,1,0,65,1,1,55.15,3673.15,55.65378787878788,3,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,2,1,0,20.2,34.75,11.583333333333334,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1,0,0,13,1,1,96.85,1235.55,88.25357142857142,2,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,69,1,0,105.35,7240.65,103.43785714285714,3,0,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,0,9,1,1,79.9,741.7,74.17,2,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,37,1,0,72.1,2658.4,69.9578947368421,3,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
1,0,1,0,37,1,1,55.05,2030.75,53.44078947368421,3,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,54,1,1,79.95,4362.05,79.31,3,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,1,35,1,0,50.15,1655.35,45.981944444444444,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,8,1,0,19.65,169.75,18.86111111111111,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0,54,1,1,20.5,1035.7,18.830909090909092,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,0,0,16,1,1,74.45,1261.35,74.1970588235294,2,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,11,1,0,64.9,697.25,58.104166666666664,3,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,1,1,34,0,0,30.4,938.65,26.818571428571428,2,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,9,1,0,44.95,431.0,43.1,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,72,1,0,25.0,1849.2,25.33150684931507,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,17,1,0,51.5,900.5,50.02777777777778,3,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,2,1,0,44.9,111.05,37.016666666666666,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,41,1,1,89.2,3645.75,86.80357142857143,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,37,1,1,64.75,2345.2,61.715789473684204,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0,49,1,1,89.85,4287.2,85.744,2,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
0,0,1,0,53,1,0,74.1,3833.95,70.99907407407407,3,0,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
0,0,1,1,2,0,0,29.05,44.75,14.916666666666666,2,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,0,0,54,1,1,79.5,4370.25,79.4590909090909,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,1,1,0,49.9,49.9,24.95,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,27,1,0,20.05,552.9,19.74642857142857,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,0,12,1,0,20.4,266.6,20.50769230769231,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,1,0,11,1,1,70.2,834.7,69.55833333333334,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,25,0,0,35.05,844.45,32.478846153846156,3,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,0,3,1,1,19.45,69.25,17.3125,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,2,1,1,80.2,181.1,60.36666666666667,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,13,1,0,19.55,265.3,18.95,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,0,25,1,1,98.5,2514.5,96.71153846153847,2,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,10,1,1,80.7,788.8,71.7090909090909,2,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,67,1,0,109.9,7332.4,107.82941176470588,3,0,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,72,1,0,90.95,6652.45,91.12945205479451,4,0,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,9,1,0,20.15,238.15,23.815,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,1,0,0,50,1,1,70.35,3454.6,67.73725490196078,3,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0,16,1,1,100.0,1534.75,90.27941176470588,2,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,12,1,1,85.15,979.05,75.31153846153846,3,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,0,0,0,9,1,1,75.2,633.85,63.385000000000005,2,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,35,1,0,19.25,677.9,18.830555555555556,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,20,1,0,76.0,1588.75,75.6547619047619,3,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1,0,1,0,13,0,1,54.45,706.85,50.489285714285714,3,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,9,1,0,103.1,970.45,97.045,3,1,1,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,65,1,0,19.9,1292.6,19.584848484848482,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,41,1,1,24.85,962.25,22.910714285714285,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,58,1,1,102.1,5885.4,99.75254237288135,3,0,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,0,0,12,1,0,74.75,827.05,63.61923076923077,2,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,1,1,21,1,1,44.95,926.25,42.10227272727273,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1,1,1,80.2,80.2,40.1,2,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,1,20.05,20.05,10.025,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,13,1,0,20.0,268.45,19.175,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,1,1,1,44.05,44.05,22.025,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,11,1,1,65.15,723.35,60.27916666666667,3,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,1,66,1,1,103.15,7031.3,104.94477611940299,3,0,1,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,58,1,1,110.65,6526.65,110.62118644067796,3,0,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,0,1,1,1,1,90.85,90.85,45.425,2,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,31,1,0,21.0,697.7,21.803125,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,1,1,0,19.9,19.9,9.95,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,15,1,0,20.05,284.3,17.76875,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,6,1,1,48.8,297.35,42.478571428571435,3,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,63,1,0,25.25,1559.3,24.3640625,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,1,71,1,0,69.2,4982.5,69.20138888888889,3,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0,1,1,1,45.05,45.05,22.525,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,17,1,1,70.4,1214.05,67.44722222222222,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,3,1,0,45.45,141.7,35.425,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,1,20.25,20.25,10.125,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,1,62,1,1,24.4,1413.0,22.428571428571427,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,53,1,0,99.5,5424.25,100.44907407407408,4,0,1,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True
0,0,1,1,16,1,0,73.25,1195.75,70.33823529411765,2,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,72,0,1,64.95,4546.0,62.273972602739725,3,0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,10,0,0,36.25,374.0,34.0,2,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,1,1,19,1,0,20.2,387.4,19.369999999999997,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,35,1,1,19.85,739.35,20.5375,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,0,0,13,1,1,95.05,1290.0,92.14285714285714,2,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0,2,0,0,24.35,41.85,13.950000000000001,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,15,1,0,89.0,1288.3,80.51875,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,1,0,10,1,1,20.55,252.75,22.977272727272727,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,12,1,0,45.9,505.95,38.919230769230765,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,31,1,1,90.7,2835.5,88.609375,2,0,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,1,1,0,44,1,0,88.4,3912.9,86.95333333333333,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
0,0,0,0,18,1,1,85.2,1553.9,81.78421052631579,2,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,43,1,0,75.2,3254.35,73.96249999999999,3,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,15,1,1,101.25,1457.25,91.078125,2,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,15,1,0,75.35,1114.55,69.659375,2,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,1,0,1,24.8,24.8,12.4,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,45,1,1,25.9,1216.6,26.44782608695652,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,1,0,47,1,0,19.65,973.1,20.272916666666667,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,29,1,1,58.75,1696.2,56.54,4,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,1,1,48,1,0,79.65,3870.3,78.9857142857143,3,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0,8,1,0,20.0,141.6,15.733333333333333,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,62,1,1,105.5,6487.2,102.97142857142858,3,0,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,1,66,1,1,25.3,1673.8,24.982089552238804,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,3,1,0,20.0,63.6,15.9,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,32,1,1,109.55,3608.0,109.33333333333333,4,0,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
1,1,0,0,16,0,1,39.0,679.85,39.991176470588236,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,40,1,1,105.95,4335.2,105.73658536585366,3,0,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,0,0,8,1,0,20.25,174.65,19.405555555555555,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,4,1,1,58.5,224.85,44.97,3,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,1,1,70,1,1,79.25,5731.85,80.73028169014086,4,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,0,1,1,0,1,25.3,25.3,12.65,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,68,1,1,107.7,7320.9,106.1,4,0,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,44,0,1,54.3,2317.1,51.49111111111111,2,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,0,0,7,1,0,62.8,418.3,52.2875,3,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,1,0,0,71,1,0,89.85,6293.45,87.40902777777778,4,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0,0,0,43,1,1,77.85,3365.85,76.49659090909091,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,13,1,1,104.15,1299.1,92.79285714285713,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,1,1,67,1,0,24.65,1620.45,23.83014705882353,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,1,1,1,0,19.75,19.75,9.875,3,1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,46,1,1,20.2,845.6,17.99148936170213,3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,1,66,1,1,102.45,6615.15,98.73358208955223,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,1,1,40,1,1,74.55,3015.75,73.5548780487805,2,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,67,1,1,94.35,6341.45,93.25661764705882,4,0,1,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
0,0,1,1,35,1,1,25.75,882.55,24.515277777777776,3,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,1,1,39,1,0,80.0,3182.95,79.57374999999999,4,0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,0,0,1,1,0,70.4,70.4,35.2,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
